INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Break and Enter - Business,15900 FRASER HWY,9,2019,19-135050
Break and Enter - Business,16000 FRASER HWY,9,2019,19-135193
Break and Enter - Business,15300 101A AVE,9,2019,19-135404
Break and Enter - Business,10400 168TH ST,9,2019,19-136870
Break and Enter - Business,16800 104TH AVE,9,2019,19-136895
Break and Enter - Business,15300 102A AVE,8,2019,19-137200
Break and Enter - Business,10000 148TH ST,9,2019,19-138918
Break and Enter - Business,8400 160TH ST,9,2019,19-139293
Break and Enter - Business,14900 104TH AVE,9,2019,19-140022
Break and Enter - Business,14900 101A AVE,9,2019,19-142989
Break and Enter - Business,14700 108TH AVE,9,2019,19-144265
Break and Enter - Business,15200 105TH AVE,9,2019,19-147865
Break and Enter - Business,16100 83RD AVE,9,2019,19-148460
Break and Enter - Business,8100 156TH ST,9,2019,19-151285
Break and Enter - Business,7400 KING GEORGE BLVD,8,2019,19-133270
Break and Enter - Business,13000 76TH AVE,9,2019,19-134591
Break and Enter - Business,12800 80TH AVE,9,2019,19-135097
Break and Enter - Business,12700 82ND AVE,9,2019,19-135340
Break and Enter - Business,7800 128TH ST,9,2019,19-137017
Break and Enter - Business,15100 56TH AVE,9,2019,19-137353
Break and Enter - Business,13100 80TH AVE,9,2019,19-137368
Break and Enter - Business,12400 82ND AVE,9,2019,19-138201
Break and Enter - Business,12700 76A AVE,9,2019,19-138234
Break and Enter - Business,8000 KING GEORGE BLVD,9,2019,19-138703
Break and Enter - Business,12500 80TH AVE,9,2019,19-139278
Break and Enter - Business,7200 137TH ST,9,2019,19-139777
Break and Enter - Business,12100 86TH AVE,9,2019,19-140618
Break and Enter - Business,7100 KING GEORGE BLVD,9,2019,19-141605
Break and Enter - Business,13100 84TH AVE,9,2019,19-141669
Break and Enter - Business,8500 132ND ST,9,2019,19-141721
Break and Enter - Business,12300 82A AVE,9,2019,19-142230
Break and Enter - Business,12500 80TH AVE,9,2019,19-142275
Break and Enter - Business,12500 80TH AVE,9,2019,19-142582
Break and Enter - Business,8300 128TH ST,9,2019,19-143308
Break and Enter - Business,13200 72ND AVE,9,2019,19-143928
Break and Enter - Business,13800 88TH AVE,9,2019,19-143935
Break and Enter - Business,7500 KING GEORGE BLVD,9,2019,19-144071
Break and Enter - Business,12100 86TH AVE,9,2019,19-144674
Break and Enter - Business,7700 128TH ST,9,2019,19-144732
Break and Enter - Business,7700 128TH ST,9,2019,19-146231
Break and Enter - Business,7700 128TH ST,9,2019,19-146250
Break and Enter - Business,12800 76TH AVE,9,2019,19-147244
Break and Enter - Business,7000 KING GEORGE BLVD,9,2019,19-147258
Break and Enter - Business,12700 78TH AVE,9,2019,19-147839
Break and Enter - Business,12800 85TH AVE,9,2019,19-148484
Break and Enter - Business,12800 84TH AVE,9,2019,19-149632
Break and Enter - Business,8300 128TH ST,9,2019,19-149659
Break and Enter - Business,7100 138TH ST,9,2019,19-150168
Break and Enter - Business,6800 KING GEORGE BLVD,9,2019,19-150265
Break and Enter - Business,9400 189TH ST,9,2019,19-136869
Break and Enter - Business,19400 FRASER HWY,9,2019,19-137524
Break and Enter - Business,6400 194TH ST,9,2019,19-138528
Break and Enter - Business,9700 192ND ST,9,2019,19-139284
Break and Enter - Business,17500 55B AVE,9,2019,19-141606
Break and Enter - Business,9600 192ND ST,9,2019,19-143490
Break and Enter - Business,5200 192ND ST,9,2019,19-143952
Break and Enter - Business,19400 FRASER HWY,9,2019,19-144495
Break and Enter - Business,19400 92ND AVE,9,2019,19-145724
Break and Enter - Business,5600 176A ST,9,2019,19-146251
Break and Enter - Business,19200 FRASER HWY,9,2019,19-147210
Break and Enter - Business,5300 180TH ST,9,2019,19-147288
Break and Enter - Business,5000 184TH ST,9,2019,19-148455
Break and Enter - Business,9700 187TH ST,9,2019,19-148962
Break and Enter - Business,19400 92ND AVE,9,2019,19-149148
Break and Enter - Business,17500 64TH AVE,8,2019,19-150281
Break and Enter - Business,2100 192ND ST,9,2019,19-135666
Break and Enter - Business,18900 34A AVE,9,2019,19-137126
Break and Enter - Business,3500 168TH ST,9,2019,19-140458
Break and Enter - Business,900 176TH ST,9,2019,19-141153
Break and Enter - Business,2300 KING GEORGE BLVD,9,2019,19-141593
Break and Enter - Business,18000 8TH AVE,9,2019,19-142169
Break and Enter - Business,1700 MARTIN DR,9,2019,19-146410
Break and Enter - Business,15300 24TH AVE,9,2019,19-150124
Break and Enter - Residence,9600 131A ST,9,2019,19-135153
Break and Enter - Residence,12700 99TH AVE,9,2019,19-135290
Break and Enter - Residence,12100 100A AVE,9,2019,19-135303
Break and Enter - Residence,13100 99TH AVE,8,2019,19-135515
Break and Enter - Residence,13100 100TH AVE,9,2019,19-135586
Break and Enter - Residence,13900 100TH AVE,9,2019,19-135607
Break and Enter - Residence,13200 108TH AVE,9,2019,19-135745
Break and Enter - Residence,13100 100TH AVE,9,2019,19-136034
Break and Enter - Residence,13500 BINNIE LANE,9,2019,19-137352
Break and Enter - Residence,10700 WHALLEY BLVD,9,2019,19-138467
Break and Enter - Residence,10800 129A ST,9,2019,19-139633
Break and Enter - Residence,13800 108TH AVE,9,2019,19-140404
Break and Enter - Residence,13300 CENTRAL AVE,9,2019,19-140747
Break and Enter - Residence,13300 102A AVE,9,2019,19-141128
Break and Enter - Residence,12800 98TH AVE,9,2019,19-141543
Break and Enter - Residence,8800 134B ST,9,2019,19-142819
Break and Enter - Residence,9000 121ST ST,9,2019,19-142919
Break and Enter - Residence,10700 133RD ST,9,2019,19-144258
Break and Enter - Residence,13300 102A AVE,9,2019,19-145097
Break and Enter - Residence,9700 137A ST,9,2019,19-145628
Break and Enter - Residence,13300 104TH AVE,9,2019,19-146442
Break and Enter - Residence,13400 89A AVE,9,2019,19-146811
Break and Enter - Residence,13900 108TH AVE,9,2019,19-147787
Break and Enter - Residence,9600 TOWNLINE DVRS,9,2019,19-148274
Break and Enter - Residence,10700 132A ST,9,2019,19-151238
Break and Enter - Residence,12600 114TH AVE,9,2019,19-139931
Break and Enter - Residence,15000 86TH AVE,9,2019,19-135437
Break and Enter - Residence,11400 142ND ST,8,2019,19-135718
Break and Enter - Residence,10800 152ND ST,9,2019,19-136323
Break and Enter - Residence,14200 GLADSTONE DR,9,2019,19-137423
Break and Enter - Residence,15800 108TH AVE,9,2019,19-138420
Break and Enter - Residence,9700 153A ST,9,2019,19-140562
Break and Enter - Residence,10600 141A ST,9,2019,19-141443
Break and Enter - Residence,14100 104TH AVE,9,2019,19-142856
Break and Enter - Residence,14100 104TH AVE,9,2019,19-142882
Break and Enter - Residence,14200 GLADSTONE DR,9,2019,19-143284
Break and Enter - Residence,9900 151ST ST,9,2019,19-144429
Break and Enter - Residence,14900 98A AVE,6,2019,19-145174
Break and Enter - Residence,14100 103RD AVE,9,2019,19-145204
Break and Enter - Residence,9600 153A ST,9,2019,19-146317
Break and Enter - Residence,15400 82ND AVE,9,2019,19-146684
Break and Enter - Residence,8400 VENTURE WAY,9,2019,19-147070
Break and Enter - Residence,16500 FRASER HWY,9,2019,19-148439
Break and Enter - Residence,9400 164TH ST,9,2019,19-148705
Break and Enter - Residence,15400 90TH AVE,8,2019,19-148776
Break and Enter - Residence,16200 96TH AVE,9,2019,19-149156
Break and Enter - Residence,15400 82ND AVE,9,2019,19-149294
Break and Enter - Residence,14200 101A AVE,9,2019,19-149584
Break and Enter - Residence,58TH AVE / 144TH ST,8,2019,19-129257
Break and Enter - Residence,7000 149A ST,9,2019,19-134729
Break and Enter - Residence,6100 136TH ST,9,2019,19-135388
Break and Enter - Residence,6200 137A ST,9,2019,19-136956
Break and Enter - Residence,7700 146TH ST,9,2019,19-141296
Break and Enter - Residence,5800 138TH ST,9,2019,19-142338
Break and Enter - Residence,13300 70B AVE,9,2019,19-143441
Break and Enter - Residence,12200 BOUNDARY DR S,9,2019,19-144381
Break and Enter - Residence,12100 BOUNDARY DR S,9,2019,19-144492
Break and Enter - Residence,67A AVE / 135TH ST,9,2019,19-145929
Break and Enter - Residence,6100 128TH ST,9,2019,19-150402
Break and Enter - Residence,12900 54A AVE,9,2019,19-150642
Break and Enter - Residence,13900 64TH AVE,9,2019,19-150757
Break and Enter - Residence,6400 131A ST,9,2019,19-150950
Break and Enter - Residence,6100 126TH ST,9,2019,19-148919
Break and Enter - Residence,9300 193RD ST,8,2019,19-136352
Break and Enter - Residence,6300 187A ST,9,2019,19-137098
Break and Enter - Residence,6800 188TH ST,9,2019,19-138563
Break and Enter - Residence,6200 172A ST,9,2019,19-139362
Break and Enter - Residence,17200 64TH AVE,9,2019,19-139380
Break and Enter - Residence,19000 64TH AVE,4,2019,19-141268
Break and Enter - Residence,5400 186TH ST,9,2019,19-141637
Break and Enter - Residence,56A AVE / 177B ST,9,2019,19-141970
Break and Enter - Residence,18500 56TH AVE,9,2019,19-142136
Break and Enter - Residence,18600 63A AVE,9,2019,19-142153
Break and Enter - Residence,6000 170A ST,9,2019,19-142674
Break and Enter - Residence,5400 185TH ST,9,2019,19-143392
Break and Enter - Residence,5000 184TH ST,9,2019,19-144219
Break and Enter - Residence,19100 70TH AVE,9,2019,19-146387
Break and Enter - Residence,7100 182ND ST,9,2019,19-148016
Break and Enter - Residence,6100 MORGAN DR,9,2019,19-148063
Break and Enter - Residence,8800 185TH ST,9,2019,19-148885
Break and Enter - Residence,FRASER HWY / 188TH ST,9,2019,19-150009
Break and Enter - Residence,18200 CLAYTONWOOD CRES,9,2019,19-150871
Break and Enter - Residence,18400 58A AVE,9,2019,19-150942
Break and Enter - Residence,7100 179TH ST,9,2019,19-151263
Break and Enter - Residence,5300 192ND ST,9,2019,19-151486
Break and Enter - Residence,16600 63B AVE,9,2019,19-151601
Break and Enter - Residence,2300 152A ST,8,2019,19-135157
Break and Enter - Residence,14800 21ST AVE,9,2019,19-135312
Break and Enter - Residence,13100 20TH AVE,9,2019,19-138840
Break and Enter - Residence,17300 0B AVE,9,2019,19-140507
Break and Enter - Residence,1800 165A ST,9,2019,19-140691
Break and Enter - Residence,1900 138TH ST,9,2019,19-143578
Break and Enter - Residence,3100 161ST ST,9,2019,19-143873
Break and Enter - Residence,16100 20TH AVE,9,2019,19-144003
Break and Enter - Residence,100 172A ST,9,2019,19-144743
Break and Enter - Residence,1900 160TH ST,9,2019,19-145073
Break and Enter - Residence,14300 17A AVE,9,2019,19-145228
Break and Enter - Residence,190TH ST / 24TH AVE,9,2019,19-147026
Break and Enter - Residence,2100 131ST ST,9,2019,19-148592
Break and Enter - Residence,13100 24TH AVE,9,2019,19-149958
Break and Enter - Residence,1100 KING GEORGE BLVD,9,2019,19-150195
Break and Enter - Residence,1700 LILAC DR,9,2019,19-150527
Theft from Motor Vehicle,9500 132A ST,9,2019,19-142976
Theft from Motor Vehicle,10600 125A ST,9,2019,19-141797
Theft from Motor Vehicle,9100 160TH ST,9,2019,19-136312
Theft from Motor Vehicle,15600 88TH AVE,9,2019,19-145117
Theft from Motor Vehicle,14800 HOLLY PARK LANE,9,2019,19-147065
Theft from Motor Vehicle,8300 158TH ST,9,2019,19-149620
Theft from Motor Vehicle,19100 65TH AVE,9,2019,19-140396
Theft from Motor Vehicle,194A ST / 71ST AVE,9,2019,19-144596
Theft from Motor Vehicle,7100 195TH ST,9,2019,19-145595
Theft from Motor Vehicle,8200 171ST ST,9,2019,19-146306
Shoplifting,14600 104TH AVE,9,2019,19-146942
Theft of Motor Vehicle,12800 KING GEORGE BLVD,9,2019,19-137717
Theft of Motor Vehicle,12800 96B AVE,9,2019,19-139442
Theft of Motor Vehicle,10100 KING GEORGE BLVD,9,2019,19-143492
Theft of Motor Vehicle,122ND ST / 93A AVE,9,2019,19-147409
Theft of Motor Vehicle,10200 KING GEORGE BLVD,9,2019,19-143275
Theft of Motor Vehicle,8400 160TH ST,9,2019,19-135047
Theft of Motor Vehicle,15100 105TH AVE,9,2019,19-136764
Theft of Motor Vehicle,8700 151ST ST,9,2019,19-148118
Theft of Motor Vehicle,9700 155A ST,9,2019,19-150900
Theft of Motor Vehicle,96TH AVE / 152A ST,9,2019,19-151265
Theft of Motor Vehicle,9500 152ND ST,9,2019,19-151474
Theft of Motor Vehicle,156TH ST / 105A AVE,9,2019,19-152263
Theft of Motor Vehicle,7900 KING GEORGE BLVD,8,2019,19-136460
Theft of Motor Vehicle,5800 124TH ST,9,2019,19-141133
Theft of Motor Vehicle,130TH ST / 68TH AVE,9,2019,19-143036
Theft of Motor Vehicle,5900 135A ST,9,2019,19-145215
Theft of Motor Vehicle,12700 76A AVE,9,2019,19-147868
Theft of Motor Vehicle,6200 134TH ST,9,2019,19-147970
Theft of Motor Vehicle,122A ST / 68TH AVE,9,2019,19-151108
Theft of Motor Vehicle,17400 64A AVE,9,2019,19-149554
Theft of Motor Vehicle,17800 68TH AVE,9,2019,19-149569
Theft of Motor Vehicle,6400 179A ST,9,2019,19-151062
Theft of Motor Vehicle,9600 192ND ST,9,2019,19-143490
Theft of Motor Vehicle,7100 179TH ST,9,2019,19-151263
Theft of Motor Vehicle,2200 162ND ST,9,2019,19-138711
Theft of Motor Vehicle,12700 25A AVE,9,2019,19-139241
Theft of Motor Vehicle,1400 134A ST,9,2019,19-140437
Theft of Motor Vehicle,3000 KING GEORGE BLVD,9,2019,19-140853
Theft of Motor Vehicle,2200 134TH ST,9,2019,19-141722
Theft of Motor Vehicle,1100 KING GEORGE BLVD,9,2019,19-144476
Theft of Motor Vehicle,15800 WILLS BROOK WAY,9,2019,19-147256
Theft of Motor Vehicle,16200 23A AVE,9,2019,19-151260
Theft of Motor Vehicle,3500 168TH ST,9,2019,19-140458
Theft of Motor Vehicle,88TH AVE / 142A ST,9,2019,19-143323
Theft of Motor Vehicle,10700 138TH ST,9,2019,19-150224
Theft of Motor Vehicle,6200 134TH ST,9,2019,19-146920
Theft of Motor Vehicle,17700 60TH AVE,9,2019,19-136624
Theft of Motor Vehicle,19400 62A AVE,9,2019,19-138176
Theft of Motor Vehicle,6500 180TH ST,9,2019,19-149018
Theft of Motor Vehicle,9800 140TH ST,9,2019,19-145574
Theft of Motor Vehicle,6700 193B ST,9,2019,19-145539
Theft of Motor Vehicle,14700 34A AVE,9,2019,19-147419
Theft of Motor Vehicle,10400 WILLOW GRV,9,2019,19-143372
Theft of Motor Vehicle,16600 20TH AVE,9,2019,19-136270
Theft of Motor Vehicle,9600 153A ST,9,2019,19-145482
Theft of Motor Vehicle,13800 LAUREL DR,8,2019,19-134614
Theft of Motor Vehicle,12600 88TH AVE,9,2019,19-135416
Theft of Motor Vehicle,10000 123A ST,9,2019,19-135678
Theft of Motor Vehicle,12600 95TH AVE,9,2019,19-137541
Theft of Motor Vehicle,10100 127B ST,9,2019,19-137837
Theft of Motor Vehicle,9400 128TH ST,9,2019,19-138744
Theft of Motor Vehicle,9300 140TH ST,9,2019,19-138800
Theft of Motor Vehicle,9900 132ND ST,9,2019,19-139091
Theft of Motor Vehicle,13500 102ND AVE,9,2019,19-139752
Theft of Motor Vehicle,13900 FRASER HWY,9,2019,19-139779
Theft of Motor Vehicle,13300 105A AVE,9,2019,19-139823
Theft of Motor Vehicle,13000 112A AVE,9,2019,19-139926
Theft of Motor Vehicle,13500 102ND AVE,9,2019,19-140330
Theft of Motor Vehicle,13400 102ND AVE,9,2019,19-141157
Theft of Motor Vehicle,12900 106TH AVE,9,2019,19-141155
Theft of Motor Vehicle,10200 132ND ST,9,2019,19-141634
Theft of Motor Vehicle,13200 OLD YALE RD,9,2019,19-141728
Theft of Motor Vehicle,13500 102ND AVE,9,2019,19-142164
Theft of Motor Vehicle,12500 110TH AVE,9,2019,19-142371
Theft of Motor Vehicle,13300 89TH AVE,9,2019,19-142809
Theft of Motor Vehicle,13500 102ND AVE,9,2019,19-143306
Theft of Motor Vehicle,13500 102ND AVE,9,2019,19-143319
Theft of Motor Vehicle,13500 102ND AVE,9,2019,19-143395
Theft of Motor Vehicle,11000 131A ST,9,2019,19-143704
Theft of Motor Vehicle,9400 128TH ST,9,2019,19-144310
Theft of Motor Vehicle,12100 97TH AVE,9,2019,19-145116
Theft of Motor Vehicle,8900 134B ST,9,2019,19-145138
Theft of Motor Vehicle,13700 91A AVE,9,2019,19-145145
Theft of Motor Vehicle,13800 GROSVENOR RD,9,2019,19-145458
Theft of Motor Vehicle,13700 104TH AVE,9,2019,19-145817
Theft of Motor Vehicle,13400 CENTRAL AVE,9,2019,19-146855
Theft of Motor Vehicle,9800 138TH ST,9,2019,19-147923
Theft of Motor Vehicle,9300 135TH ST,9,2019,19-148001
Theft of Motor Vehicle,10500 138TH ST,9,2019,19-149441
Theft of Motor Vehicle,13200 104TH AVE,9,2019,19-141656
Theft of Motor Vehicle,13900 108TH AVE,9,2019,19-147787
Theft of Motor Vehicle,10700 132A ST,9,2019,19-151238
Theft of Motor Vehicle,9900 148TH ST,5,2019,19-71209
Theft of Motor Vehicle,14200 KINDERSLEY DR,9,2019,19-135172
Theft of Motor Vehicle,15600 98TH AVE,9,2019,19-136425
Theft of Motor Vehicle,10500 144TH ST,9,2019,19-136609
Theft of Motor Vehicle,14400 108TH AVE,9,2019,19-137485
Theft of Motor Vehicle,16000 110TH AVE,9,2019,19-139250
Theft of Motor Vehicle,88TH AVE / 150TH ST,9,2019,19-140883
Theft of Motor Vehicle,15000 WESTON PL,9,2019,19-141005
Theft of Motor Vehicle,13600 114TH AVE,9,2019,19-143978
Theft of Motor Vehicle,10300 152ND ST,9,2019,19-146548
Theft of Motor Vehicle,14000 108TH AVE,9,2019,19-147122
Theft of Motor Vehicle,9900 151ST ST,9,2019,19-144429
Theft of Motor Vehicle,8600 154A ST,9,2019,19-148098
Theft of Motor Vehicle,5100 152ND ST,8,2019,19-135671
Theft of Motor Vehicle,13700 76TH AVE,9,2019,19-138801
Theft of Motor Vehicle,6200 BOUNDARY DR E,9,2019,19-139947
Theft of Motor Vehicle,13500 64A AVE,9,2019,19-140054
Theft of Motor Vehicle,7700 126A ST,9,2019,19-140354
Theft of Motor Vehicle,6100 127TH ST,9,2019,19-140617
Theft of Motor Vehicle,7100 136B ST,9,2019,19-141511
Theft of Motor Vehicle,5800 145A ST,9,2019,19-143283
Theft of Motor Vehicle,13400 62ND AVE,9,2019,19-145018
Theft of Motor Vehicle,13700 74TH AVE,9,2019,19-145790
Theft of Motor Vehicle,13900 72ND AVE,9,2019,19-146817
Theft of Motor Vehicle,7200 KING GEORGE BLVD,9,2019,19-149084
Theft of Motor Vehicle,6100 136TH ST,9,2019,19-135388
Theft of Motor Vehicle,6200 172A ST,4,2019,19-51698
Theft of Motor Vehicle,16900 61B AVE,9,2019,19-135642
Theft of Motor Vehicle,5500 180TH ST,9,2019,19-135838
Theft of Motor Vehicle,6000 166TH ST,9,2019,19-136000
Theft of Motor Vehicle,5700 174TH ST,9,2019,19-138781
Theft of Motor Vehicle,16900 FRIESIAN DR,9,2019,19-144569
Theft of Motor Vehicle,6900 195A ST,9,2019,19-145669
Theft of Motor Vehicle,56TH AVE / 196TH ST,9,2019,19-147955
Theft of Motor Vehicle,7400 185TH ST,9,2019,19-149850
Theft of Motor Vehicle,18700 56B AVE,9,2019,19-150211
Theft of Motor Vehicle,17700 57TH AVE,9,2019,19-151938
Theft of Motor Vehicle,8800 185TH ST,9,2019,19-148885
Theft of Motor Vehicle,1700 156TH ST,8,2019,19-135171
Theft of Motor Vehicle,1800 LILAC DR,9,2019,19-137493
Theft of Motor Vehicle,15200 24TH AVE,9,2019,19-138994
Theft of Motor Vehicle,3700 176TH ST,9,2019,19-139954
Theft of Motor Vehicle,1800 LILAC DR,9,2019,19-143037
Theft of Motor Vehicle,14600 16TH AVE,9,2019,19-145656
Theft of Motor Vehicle,16800 24TH AVE,9,2019,19-146569
Theft of Motor Vehicle,13800 FRASER HWY,9,2019,19-143163
Theft of Motor Vehicle,10900 HADDON RD,9,2019,19-150180
Theft of Motor Vehicle,10000 160TH ST,9,2019,19-136265
Theft of Motor Vehicle,15600 98TH AVE,9,2019,19-136800
Theft of Motor Vehicle,8100 121A ST,9,2019,19-138889
Theft of Motor Vehicle,13300 76TH AVE,9,2019,19-142374
Theft of Motor Vehicle,12100 86TH AVE,9,2019,19-143992
Theft of Motor Vehicle,7800 126A ST,9,2019,19-149154
Theft of Motor Vehicle,7100 189TH ST,9,2019,19-135628
Theft of Motor Vehicle,9300 178TH ST,9,2019,19-140544
Theft of Motor Vehicle,5600 SUNRISE CRES W,9,2019,19-142980
Theft of Motor Vehicle,17400 60TH AVE,9,2019,19-144473
Theft of Motor Vehicle,9200 172ND ST,9,2019,19-150760
Theft of Motor Vehicle,18200 CLAYTONWOOD CRES,9,2019,19-150871
Theft of Motor Vehicle,10800 130A ST,9,2019,19-136777
Theft of Motor Vehicle,160TH ST / 104TH AVE,7,2019,19-114696
Theft of Motor Vehicle,14000 79A AVE,9,2019,19-143302
Theft of Motor Vehicle,2700 169TH ST,9,2019,19-145231
Theft from Motor Vehicle,13000 112TH AVE,3,2019,19-43183
Theft from Motor Vehicle,10600 139TH ST,4,2019,19-52757
Theft from Motor Vehicle,10900 139A ST,4,2019,19-52768
Theft from Motor Vehicle,10500 138TH ST,4,2019,19-55935
Theft from Motor Vehicle,13700 102ND AVE,4,2019,19-55996
Theft from Motor Vehicle,9800 124TH ST,4,2019,19-56558
Theft from Motor Vehicle,12100 97A AVE,4,2019,19-57868
Theft from Motor Vehicle,103RD AVE / 127B ST,5,2019,19-64675
Theft from Motor Vehicle,10700 KING GEORGE BLVD,5,2019,19-66531
Theft from Motor Vehicle,9700 130A ST,5,2019,19-70515
Theft from Motor Vehicle,12200 INDUSTRIAL RD,5,2019,19-71690
Theft from Motor Vehicle,13500 GATEWAY DR,5,2019,19-71759
Theft from Motor Vehicle,12400 OLD YALE RD,5,2019,19-71786
Theft from Motor Vehicle,13500 HILTON RD,5,2019,19-74352
Theft from Motor Vehicle,13300 OLD YALE RD,5,2019,19-75265
Theft from Motor Vehicle,10900 132A ST,6,2019,19-84416
Theft from Motor Vehicle,10400 132ND ST,6,2019,19-86881
Theft from Motor Vehicle,10000 129TH ST,6,2019,19-87706
Theft from Motor Vehicle,10700 140TH ST,6,2019,19-87815
Theft from Motor Vehicle,10300 138A ST,6,2019,19-91202
Theft from Motor Vehicle,12200 100A AVE,7,2019,19-100751
Theft from Motor Vehicle,10200 125A ST,7,2019,19-101783
Theft from Motor Vehicle,10100 131ST ST,7,2019,19-113632
Theft from Motor Vehicle,10000 KING GEORGE BLVD,7,2019,19-115094
Theft from Motor Vehicle,9900 140TH ST,8,2019,19-116647
Theft from Motor Vehicle,137A ST / 100TH AVE,8,2019,19-121622
Theft from Motor Vehicle,13800 93A AVE,8,2019,19-123694
Theft from Motor Vehicle,13500 96TH AVE,8,2019,19-126332
Theft from Motor Vehicle,10800 UNIVERSITY DR,8,2019,19-126336
Theft from Motor Vehicle,10700 UNIVERSITY DR,8,2019,19-126388
Theft from Motor Vehicle,10800 132A ST,8,2019,19-126508
Theft from Motor Vehicle,10000 132A ST,8,2019,19-800110
Theft from Motor Vehicle,11500 BAILEY CRES,8,2019,19-130873
Theft from Motor Vehicle,13500 96TH AVE,8,2019,19-133388
Theft from Motor Vehicle,11100 124TH ST,8,2019,19-133501
Theft from Motor Vehicle,10100 KING GEORGE BLVD,8,2019,19-133993
Theft from Motor Vehicle,100TH AVE / 134TH ST,8,2019,19-134061
Theft from Motor Vehicle,13200 100TH AVE,8,2019,19-134067
Theft from Motor Vehicle,13600 102ND AVE,8,2019,19-134080
Theft from Motor Vehicle,13800 101ST AVE,8,2019,19-134258
Theft from Motor Vehicle,11100 124TH ST,8,2019,19-134462
Theft from Motor Vehicle,137TH ST / 96TH AVE,8,2019,19-134636
Theft from Motor Vehicle,9000 QUEEN MARY BLVD,8,2019,19-800125
Theft from Motor Vehicle,13300 105TH AVE,9,2019,19-134670
Theft from Motor Vehicle,10900 124TH ST,9,2019,19-134739
Theft from Motor Vehicle,13700 CENTRAL AVE,9,2019,19-135338
Theft from Motor Vehicle,9800 WHALLEY BLVD,9,2019,19-135413
Theft from Motor Vehicle,12800 102ND AVE,8,2019,19-135423
Theft from Motor Vehicle,11800 RIVER RD,9,2019,19-135510
Theft from Motor Vehicle,13200 105TH AVE,9,2019,19-135701
Theft from Motor Vehicle,11700 RIVER RD,8,2019,19-135715
Theft from Motor Vehicle,13400 89A AVE,9,2019,19-135732
Theft from Motor Vehicle,12100 97TH AVE,9,2019,19-135792
Theft from Motor Vehicle,13800 LAUREL DR,9,2019,19-135809
Theft from Motor Vehicle,11900 99TH AVE,9,2019,19-135899
Theft from Motor Vehicle,12500 110TH AVE,9,2019,19-136052
Theft from Motor Vehicle,11700 100TH AVE,9,2019,19-136100
Theft from Motor Vehicle,10500 KING GEORGE BLVD,9,2019,19-136264
Theft from Motor Vehicle,13000 110TH AVE,9,2019,19-136500
Theft from Motor Vehicle,10500 131A ST,9,2019,19-136516
Theft from Motor Vehicle,13400 OLD YALE RD,9,2019,19-136569
Theft from Motor Vehicle,12500 110TH AVE,9,2019,19-136611
Theft from Motor Vehicle,10100 128A ST,9,2019,19-136619
Theft from Motor Vehicle,11100 124TH ST,9,2019,19-136695
Theft from Motor Vehicle,137A ST / 97A AVE,9,2019,19-136738
Theft from Motor Vehicle,12100 95TH AVE,9,2019,19-136771
Theft from Motor Vehicle,13400 KING GEORGE BLVD,9,2019,19-136840
Theft from Motor Vehicle,10100 KING GEORGE BLVD,9,2019,19-136935
Theft from Motor Vehicle,12500 GROVE CRES,9,2019,19-136962
Theft from Motor Vehicle,11300 133A ST,9,2019,19-137302
Theft from Motor Vehicle,13600 104A AVE,9,2019,19-137512
Theft from Motor Vehicle,9700 123A ST,9,2019,19-137617
Theft from Motor Vehicle,12300 LIEN RD,9,2019,19-137689
Theft from Motor Vehicle,13600 HOWEY RD,9,2019,19-137714
Theft from Motor Vehicle,10100 KING GEORGE BLVD,9,2019,19-137758
Theft from Motor Vehicle,9000 147TH ST,9,2019,19-137818
Theft from Motor Vehicle,10500 132ND ST,9,2019,19-137851
Theft from Motor Vehicle,13300 104TH AVE,9,2019,19-138233
Theft from Motor Vehicle,12500 110TH AVE,9,2019,19-138261
Theft from Motor Vehicle,10900 140TH ST,9,2019,19-138429
Theft from Motor Vehicle,12500 110TH AVE,9,2019,19-138438
Theft from Motor Vehicle,10400 125B ST,9,2019,19-138778
Theft from Motor Vehicle,13800 CENTRAL AVE,9,2019,19-138785
Theft from Motor Vehicle,10100 127B ST,9,2019,19-138788
Theft from Motor Vehicle,11800 98A AVE,9,2019,19-138821
Theft from Motor Vehicle,12800 105TH AVE,9,2019,19-138831
Theft from Motor Vehicle,10400 125B ST,9,2019,19-138837
Theft from Motor Vehicle,10300 UNIVERSITY DR,9,2019,19-139009
Theft from Motor Vehicle,9800 WHALLEY BLVD,9,2019,19-139021
Theft from Motor Vehicle,9800 138TH ST,9,2019,19-800141
Theft from Motor Vehicle,10600 137A ST,9,2019,19-139186
Theft from Motor Vehicle,13500 102ND AVE,9,2019,19-139211
Theft from Motor Vehicle,12700 102ND AVE,9,2019,19-139219
Theft from Motor Vehicle,11000 135A ST,9,2019,19-139220
Theft from Motor Vehicle,12800 104TH AVE,9,2019,19-139247
Theft from Motor Vehicle,10900 136TH ST,9,2019,19-139453
Theft from Motor Vehicle,13800 LAUREL DR,9,2019,19-139455
Theft from Motor Vehicle,10100 KING GEORGE BLVD,9,2019,19-139521
Theft from Motor Vehicle,13500 CRESTVIEW DR,9,2019,19-139572
Theft from Motor Vehicle,10100 KING GEORGE BLVD,9,2019,19-139698
Theft from Motor Vehicle,13500 102ND AVE,9,2019,19-139732
Theft from Motor Vehicle,11100 124TH ST,9,2019,19-139862
