INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Theft from Motor Vehicle,19200 65TH AVE,7,2020,20-115468
Theft from Motor Vehicle,18300 63RD AVE,7,2020,20-115778
Theft from Motor Vehicle,16300 58A AVE,7,2020,20-116347
Theft from Motor Vehicle,5800 176TH ST,7,2020,20-116483
Theft from Motor Vehicle,17700 GOLDEN EARS WAY,6,2020,20-90023
Theft from Motor Vehicle,16300 12TH AVE,7,2020,20-100133
Theft from Motor Vehicle,12500 CRESCENT RD,7,2020,20-100475
Theft from Motor Vehicle,2300 160TH ST,7,2020,20-101323
Theft from Motor Vehicle,1800 142ND ST,7,2020,20-102167
Theft from Motor Vehicle,1700 156TH ST,7,2020,20-102404
Theft from Motor Vehicle,17700 20TH AVE,7,2020,20-102778
Theft from Motor Vehicle,1900 155A ST,7,2020,20-103387
Theft from Motor Vehicle,16200 27A AVE,7,2020,20-104085
Theft from Motor Vehicle,17100 24TH AVE,6,2020,20-104214
Theft from Motor Vehicle,15400 MADRONA DR,7,2020,20-104830
Theft from Motor Vehicle,14900 20A AVE,7,2020,20-800529
Theft from Motor Vehicle,16200 11A AVE,7,2020,20-106330
Theft from Motor Vehicle,15100 20TH AVE,7,2020,20-106362
Theft from Motor Vehicle,2100 154TH ST,7,2020,20-106411
Theft from Motor Vehicle,16500 25A AVE,7,2020,20-106517
Theft from Motor Vehicle,14900 21ST AVE,7,2020,20-106680
Theft from Motor Vehicle,1800 160TH ST,7,2020,20-106951
Theft from Motor Vehicle,1500 KING GEORGE BLVD,7,2020,20-106995
Theft from Motor Vehicle,1800 LILAC DR,7,2020,20-800535
Theft from Motor Vehicle,1700 LILAC DR,7,2020,20-107074
Theft from Motor Vehicle,13700 CRESCENT RD,7,2020,20-107255
Theft from Motor Vehicle,2100 165B ST,7,2020,20-107277
Theft from Motor Vehicle,1700 152ND ST,7,2020,20-107353
Theft from Motor Vehicle,19000 27TH AVE,7,2020,20-107581
Theft from Motor Vehicle,2600 164TH ST,7,2020,20-800547
Theft from Motor Vehicle,2400 161A ST,7,2020,20-108813
Theft from Motor Vehicle,2800 165TH ST,7,2020,20-108822
Theft from Motor Vehicle,19000 16TH AVE,7,2020,20-109307
Theft from Motor Vehicle,2100 KING GEORGE BLVD,7,2020,20-109416
Theft from Motor Vehicle,1100 KING GEORGE BLVD,7,2020,20-109912
Theft from Motor Vehicle,32ND AVE / 160TH ST,7,2020,20-109966
Theft from Motor Vehicle,15900 32ND AVE,7,2020,20-109999
Theft from Motor Vehicle,15700 CROYDON DR,7,2020,20-110203
Theft from Motor Vehicle,34TH AVE / 152ND ST,7,2020,20-110235
Theft from Motor Vehicle,17900 20TH AVE,7,2020,20-110267
Theft from Motor Vehicle,16300 12TH AVE,7,2020,20-110365
Theft from Motor Vehicle,2200 KING GEORGE BLVD,7,2020,20-110454
Theft from Motor Vehicle,15900 ALDER PL,7,2020,20-800565
Theft from Motor Vehicle,13700 21A AVE,7,2020,20-111129
Theft from Motor Vehicle,1800 144TH ST,7,2020,20-111192
Theft from Motor Vehicle,15500 24TH AVE,7,2020,20-113109
Theft from Motor Vehicle,17900 20TH AVE,7,2020,20-113174
Theft from Motor Vehicle,TARGET ST / OHARA LANE,7,2020,20-113471
Theft from Motor Vehicle,2400 KING GEORGE BLVD,7,2020,20-113627
Theft from Motor Vehicle,15500 ROSEMARY HEIGHTS CRES,7,2020,20-113700
Theft from Motor Vehicle,14000 NICO WYND PL,7,2020,20-114217
Theft from Motor Vehicle,13100 MARINE DR,7,2020,20-800601
Theft from Motor Vehicle,13200 14TH AVE,7,2020,20-115849
Theft from Motor Vehicle,15300 24TH AVE,7,2020,20-800617
Theft from Motor Vehicle,2200 CRANLEY DR,7,2020,20-116498
Theft from Motor Vehicle,100 172A ST,7,2020,20-116599
Theft from Motor Vehicle,15700 CROYDON DR,7,2020,20-116602
Theft from Motor Vehicle,1800 152ND ST,7,2020,20-117078
Theft from Motor Vehicle,163RD ST / 24TH AVE,7,2020,20-119306
Theft from Motor Vehicle,3300 157A ST,7,2020,20-104675
Theft from Motor Vehicle,15700 MARINE DR,7,2020,20-109107
Theft from Motor Vehicle,3800 154A ST,7,2020,20-109952
Theft from Motor Vehicle,16700 17A AVE,7,2020,20-116313
Theft from Motor Vehicle,3300 151ST ST,7,2020,20-116968
Theft from Motor Vehicle,2900 156TH ST,7,2020,20-116988
Shoplifting,10300 KING GEORGE BLVD,6,2020,20-86481
Shoplifting,108TH AVE / CITY PKWY,6,2020,20-97983
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-99695
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-99698
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-99721
Shoplifting,12700 110TH AVE,7,2020,20-100449
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-100656
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-101032
Shoplifting,10700 KING GEORGE BLVD,7,2020,20-101341
Shoplifting,10500 KING GEORGE BLVD,7,2020,20-101739
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-101928
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-101952
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-102338
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-102359
Shoplifting,13600 102ND AVE,7,2020,20-102520
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-102528
Shoplifting,12700 110TH AVE,7,2020,20-102656
Shoplifting,10500 KING GEORGE BLVD,7,2020,20-103065
Shoplifting,12700 110TH AVE,7,2020,20-103240
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-103559
Shoplifting,12700 110TH AVE,7,2020,20-103593
Shoplifting,12700 110TH AVE,7,2020,20-103656
Shoplifting,12700 110TH AVE,7,2020,20-103677
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-104241
Shoplifting,10500 KING GEORGE BLVD,7,2020,20-104333
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-104824
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-105301
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-105498
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-105534
Shoplifting,10200 KING GEORGE BLVD,7,2020,20-106014
Shoplifting,10500 KING GEORGE BLVD,7,2020,20-106018
Shoplifting,10400 KING GEORGE BLVD,7,2020,20-106405
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-106406
Shoplifting,12700 110TH AVE,7,2020,20-106940
Shoplifting,13600 100TH AVE,7,2020,20-106984
Shoplifting,12700 110TH AVE,7,2020,20-107170
Shoplifting,12700 110TH AVE,7,2020,20-107256
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-107584
Shoplifting,13800 104TH AVE,7,2020,20-107713
Shoplifting,13600 102ND AVE,7,2020,20-107840
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-108153
Shoplifting,10200 CITY PKWY,7,2020,20-108422
Shoplifting,13600 102ND AVE,7,2020,20-108802
Shoplifting,10300 KING GEORGE BLVD,7,2020,20-109373
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-109938
Shoplifting,12700 110TH AVE,7,2020,20-110509
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-110542
Shoplifting,10300 WHALLEY BLVD,7,2020,20-110610
Shoplifting,10500 KING GEORGE BLVD,7,2020,20-110807
Shoplifting,10700 KING GEORGE BLVD,7,2020,20-111113
Shoplifting,12800 96TH AVE,7,2020,20-113654
Shoplifting,12800 96TH AVE,7,2020,20-114314
Shoplifting,13600 102ND AVE,7,2020,20-114725
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-115306
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-116033
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-116129
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-116170
Shoplifting,12700 110TH AVE,7,2020,20-116695
Shoplifting,12700 110TH AVE,7,2020,20-117339
Shoplifting,13800 101ST AVE,7,2020,20-99946
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-108184
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-109554
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-117038
Shoplifting,10100 KING GEORGE BLVD,7,2020,20-111378
Shoplifting,10300 152ND ST,7,2020,20-99998
Shoplifting,10300 152ND ST,7,2020,20-100109
Shoplifting,10300 152ND ST,7,2020,20-100742
Shoplifting,8300 157TH ST,7,2020,20-100880
Shoplifting,10300 152ND ST,7,2020,20-101037
Shoplifting,10300 152ND ST,7,2020,20-101340
Shoplifting,14600 104TH AVE,7,2020,20-101751
Shoplifting,14600 104TH AVE,7,2020,20-101931
Shoplifting,15300 FRASER HWY,7,2020,20-103466
Shoplifting,10300 152ND ST,7,2020,20-104785
Shoplifting,8900 152ND ST,7,2020,20-104997
Shoplifting,10300 152ND ST,7,2020,20-105028
Shoplifting,10300 152ND ST,7,2020,20-106028
Shoplifting,8900 152ND ST,7,2020,20-108201
Shoplifting,8900 152ND ST,7,2020,20-109355
Shoplifting,8900 152ND ST,7,2020,20-110026
Shoplifting,14600 104TH AVE,7,2020,20-110158
Shoplifting,14400 108TH AVE,7,2020,20-111026
Shoplifting,8900 152ND ST,7,2020,20-111079
Shoplifting,14900 104TH AVE,7,2020,20-111196
Shoplifting,10300 152ND ST,7,2020,20-111203
Shoplifting,10400 152ND ST,7,2020,20-111291
Shoplifting,14600 104TH AVE,7,2020,20-111980
Shoplifting,10300 152ND ST,7,2020,20-112530
Shoplifting,8900 152ND ST,7,2020,20-112921
Shoplifting,15300 FRASER HWY,7,2020,20-113101
Shoplifting,14600 104TH AVE,7,2020,20-113517
Shoplifting,9000 152ND ST,7,2020,20-113525
Shoplifting,14400 108TH AVE,7,2020,20-114999
Shoplifting,14600 104TH AVE,7,2020,20-116009
Shoplifting,14600 104TH AVE,7,2020,20-117242
Shoplifting,10300 152ND ST,6,2020,20-93293
Shoplifting,12400 88TH AVE,7,2020,20-100654
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-101446
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-101832
Shoplifting,12100 NORDEL WAY,7,2020,20-101937
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-102214
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-102844
Shoplifting,7100 KING GEORGE BLVD,7,2020,20-103426
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-104137
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-104451
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-105538
Shoplifting,7100 KING GEORGE BLVD,7,2020,20-106336
Shoplifting,7400 KING GEORGE BLVD,7,2020,20-106717
Shoplifting,7100 KING GEORGE BLVD,7,2020,20-106943
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-107197
Shoplifting,12400 88TH AVE,7,2020,20-107241
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-107306
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-107359
Shoplifting,6800 128TH ST,7,2020,20-107421
Shoplifting,6800 128TH ST,7,2020,20-107980
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-108378
Shoplifting,7100 138TH ST,7,2020,20-108886
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-109495
Shoplifting,6900 KING GEORGE BLVD,7,2020,20-109517
Shoplifting,6100 KING GEORGE BLVD,7,2020,20-109775
Shoplifting,7400 KING GEORGE BLVD,7,2020,20-110132
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-110285
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-111153
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-112073
Shoplifting,13700 72ND AVE,7,2020,20-112513
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-112644
Shoplifting,7100 138TH ST,7,2020,20-113016
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-113346
Shoplifting,7100 138TH ST,7,2020,20-113716
Shoplifting,7300 KING GEORGE BLVD,7,2020,20-114188
Shoplifting,15100 56TH AVE,7,2020,20-114220
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-114342
Shoplifting,12400 88TH AVE,7,2020,20-115471
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-116811
Shoplifting,144TH ST / 64TH AVE,7,2020,20-117240
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-109706
Shoplifting,7500 KING GEORGE BLVD,7,2020,20-115670
Shoplifting,18700 FRASER HWY,7,2020,20-99830
Shoplifting,17700 64TH AVE,7,2020,20-102878
Shoplifting,17600 60TH AVE,7,2020,20-105427
Shoplifting,18600 FRASER HWY,7,2020,20-108255
Shoplifting,17400 56TH AVE,7,2020,20-800586
Shoplifting,18300 FRASER HWY,7,2020,20-114832
Shoplifting,18700 FRASER HWY,7,2020,20-115917
Shoplifting,17700 56TH AVE,7,2020,20-117268
Shoplifting,2300 160TH ST,7,2020,20-100417
Shoplifting,15100 16TH AVE,7,2020,20-102002
Shoplifting,2300 160TH ST,7,2020,20-103116
Shoplifting,2300 160TH ST,7,2020,20-105502
Shoplifting,2300 160TH ST,7,2020,20-110122
Shoplifting,2300 160TH ST,7,2020,20-110708
Shoplifting,2400 161A ST,7,2020,20-112050
Shoplifting,2300 160TH ST,7,2020,20-114175
Shoplifting,2300 160TH ST,7,2020,20-114741
Shoplifting,15800 26TH AVE,7,2020,20-114847
Shoplifting,2500 160TH ST,7,2020,20-115573
Shoplifting,15300 24TH AVE,7,2020,20-116522
Shoplifting,2500 160TH ST,7,2020,20-117313
Fatal/Injury Collision,128TH ST / 96TH AVE,7,2020,20-100326
Fatal/Injury Collision,10400 KING GEORGE BLVD,7,2020,20-103783
Fatal/Injury Collision,HWY 17 / 130TH ST,7,2020,20-104886
Fatal/Injury Collision,99TH AVE / 128TH ST,7,2020,20-105501
Fatal/Injury Collision,140TH ST / 100TH AVE,7,2020,20-107735
Fatal/Injury Collision,102ND AVE / WHALLEY BLVD,7,2020,20-109344
Fatal/Injury Collision,9300 134TH ST,7,2020,20-110025
Fatal/Injury Collision,13800 108TH AVE,7,2020,20-110545
Fatal/Injury Collision,105A AVE / KING GEORGE BLVD,7,2020,20-112433
Fatal/Injury Collision,108TH AVE / 128TH ST,7,2020,20-114276
Fatal/Injury Collision,9400 KING GEORGE BLVD,7,2020,20-116217
Fatal/Injury Collision,124TH ST / 96TH AVE,7,2020,20-117317
Fatal/Injury Collision,132ND ST / 88TH AVE,7,2020,20-108016
Fatal/Injury Collision,HWY 17 / TANNERY RD OFRP,7,2020,20-101079
Fatal/Injury Collision,13700 96TH AVE,7,2020,20-104097
Fatal/Injury Collision,11700 TANNERY RD,7,2020,20-100754
Fatal/Injury Collision,KING GEORGE BLVD / 102ND AVE,7,2020,20-102083
Fatal/Injury Collision,10300 KING GEORGE BLVD,7,2020,20-103566
Fatal/Injury Collision,100TH AVE / SCOTT RD,7,2020,20-105466
Fatal/Injury Collision,10100 BLOCK SCOTT RD,7,2020,20-105495
Fatal/Injury Collision,9100 134TH ST,7,2020,20-106959
Fatal/Injury Collision,128TH ST / 88TH AVE,7,2020,20-108104
Fatal/Injury Collision,KING GEORGE BLVD / 102ND AVE,7,2020,20-116060
Fatal/Injury Collision,102ND AVE / 140TH ST,7,2020,20-104112
Fatal/Injury Collision,9600 134TH ST,7,2020,20-106854
Fatal/Injury Collision,13800 108TH AVE,7,2020,20-110545
Fatal/Injury Collision,123RD ST / 97TH AVE,7,2020,20-113562
Fatal/Injury Collision,140TH ST / 104TH AVE,7,2020,20-115348
Fatal/Injury Collision,10800 BLOCK 128A ST,7,2020,20-116870
Fatal/Injury Collision,9600 139TH ST,7,2020,20-117281
Fatal/Injury Collision,114TH AVE / 124TH ST,7,2020,20-108741
Fatal/Injury Collision,105TH AVE / UNIVERSITY DR,6,2020,20-96505
Fatal/Injury Collision,137A ST / 100TH AVE,6,2020,20-98362
Fatal/Injury Collision,129TH ST / 88TH AVE,1,2020,20-100421
Fatal/Injury Collision,12200 KING GEORGE BLVD,7,2020,20-100788
Fatal/Injury Collision,102ND AVE / KING GEORGE BLVD,7,2020,20-100836
Fatal/Injury Collision,120TH ST / 101ST AVE,7,2020,20-100901
Fatal/Injury Collision,88TH AVE / 128TH ST,7,2020,20-101036
Fatal/Injury Collision,HWY 17 / TANNERY RD OFRP,7,2020,20-101079
Fatal/Injury Collision,KING GEORGE BLVD / 108TH AVE,7,2020,20-101208
Fatal/Injury Collision,10100 BLOCK SCOTT RD,7,2020,20-101430
Fatal/Injury Collision,UNIVERSITY DR / 105TH AVE,7,2020,20-102538
Fatal/Injury Collision,104TH AVE / 132ND ST,7,2020,20-103099
Fatal/Injury Collision,12600 KING GEORGE BLVD,7,2020,20-103132
Fatal/Injury Collision,102ND AVE / MALL ACCESS,7,2020,20-103149
Fatal/Injury Collision,9700 128A ST,7,2020,20-103228
Fatal/Injury Collision,128TH ST / PRINCE CHARLES BLVD,7,2020,20-103713
Fatal/Injury Collision,13700 96TH AVE,7,2020,20-103838
Fatal/Injury Collision,12700 110TH AVE,6,2020,20-104065
Fatal/Injury Collision,13700 96TH AVE,7,2020,20-104097
Fatal/Injury Collision,140TH ST / 102ND AVE,7,2020,20-104109
Fatal/Injury Collision,FRASER HWY / WHALLEY BLVD,7,2020,20-104311
Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,7,2020,20-104780
Fatal/Injury Collision,88TH AVE / 132ND ST,7,2020,20-105456
Fatal/Injury Collision,96TH AVE / 130TH ST,7,2020,20-105509
Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,7,2020,20-105516
Fatal/Injury Collision,96TH AVE / 140TH ST,7,2020,20-105932
Fatal/Injury Collision,KING GEORGE BLVD / 98B AVE,7,2020,20-107665
Fatal/Injury Collision,130TH ST / 88TH AVE,7,2020,20-108109
Fatal/Injury Collision,128TH ST / 88TH AVE,7,2020,20-108242
Fatal/Injury Collision,13400 102ND AVE,7,2020,20-109340
Fatal/Injury Collision,88TH AVE / LAUDER DR,7,2020,20-109502
Fatal/Injury Collision,11800 103A AVE,7,2020,20-110472
Fatal/Injury Collision,134TH ST / 96TH AVE,7,2020,20-110499
Fatal/Injury Collision,132ND ST / 88TH AVE,7,2020,20-110783
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,7,2020,20-111000
Fatal/Injury Collision,SCOTT RD / OLD YALE RD,7,2020,20-111297
Fatal/Injury Collision,KING GEORGE BLVD / 106A AVE,7,2020,20-111316
Fatal/Injury Collision,HWY 17 / BRIDGEVIEW DR,7,2020,20-111318
Fatal/Injury Collision,HWY 17 OFRP / TANNERY RD,7,2020,20-111850
Fatal/Injury Collision,12400 97B AVE,7,2020,20-111950
Fatal/Injury Collision,SCOTT RD / 124TH ST,7,2020,20-111964
Fatal/Injury Collision,120TH ST / SCOTT RD,7,2020,20-112056
Fatal/Injury Collision,10800 139A ST,7,2020,20-112427
Fatal/Injury Collision,12400 91A AVE,7,2020,20-112957
Fatal/Injury Collision,HUNTLEY AVE / STUART CRES,7,2020,20-113246
Fatal/Injury Collision,92ND AVE / KING GEORGE BLVD,7,2020,20-113631
Fatal/Injury Collision,HWY 17 / TANNERY RD OFRP,7,2020,20-114352
Fatal/Injury Collision,148TH ST / 91A AVE,7,2020,20-114894
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,7,2020,20-115473
Fatal/Injury Collision,12800 88TH AVE,7,2020,20-116487
Fatal/Injury Collision,140TH ST / 100TH AVE,7,2020,20-116768
Fatal/Injury Collision,CENTRAL AVE / WHALLEY BLVD,7,2020,20-116967
Fatal/Injury Collision,96TH AVE / 140TH ST,7,2020,20-117003
Fatal/Injury Collision,10600 KING GEORGE BLVD,7,2020,20-117088
Fatal/Injury Collision,13700 96TH AVE,6,2020,20-98489
Fatal/Injury Collision,136A ST / 92ND AVE,7,2020,20-99948
Fatal/Injury Collision,13400 92ND AVE,7,2020,20-100086
Fatal/Injury Collision,KING GEORGE BLVD / 100TH AVE,7,2020,20-100307
Fatal/Injury Collision,9800 138TH ST,7,2020,20-108119
Fatal/Injury Collision,88TH AVE / KING GEORGE BLVD,7,2020,20-108311
Fatal/Injury Collision,13600 102ND AVE,7,2020,20-108734
Fatal/Injury Collision,PORTAGE RD / OLD YALE RD,7,2020,20-109687
Fatal/Injury Collision,FRASER HWY / 140TH ST,7,2020,20-110055
Fatal/Injury Collision,10600 KING GEORGE BLVD,7,2020,20-111803
Fatal/Injury Collision,125A ST / OLD YALE RD,7,2020,20-115765
Fatal/Injury Collision,9400 KING GEORGE BLVD,7,2020,20-116217
Fatal/Injury Collision,128TH ST / 92ND AVE,7,2020,20-116758
Fatal/Injury Collision,105TH BLVD / 140TH ST,7,2020,20-117210
Fatal/Injury Collision,9000 124TH ST,7,2020,20-112768
Fatal/Injury Collision,13600 LARNER RD,7,2020,20-117429
Fatal/Injury Collision,132ND ST / QUEEN MARY BLVD,7,2020,20-109729
Fatal/Injury Collision,TRANS CANADA HWY / 156TH ST,7,2020,20-100928
Fatal/Injury Collision,96TH AVE / 148TH ST,7,2020,20-101879
Fatal/Injury Collision,168TH ST / 96TH AVE,7,2020,20-103988
Fatal/Injury Collision,100TH AVE / 152ND ST,7,2020,20-105016
Fatal/Injury Collision,158TH ST / 80TH AVE,7,2020,20-106140
Fatal/Injury Collision,156TH ST / 89B AVE,7,2020,20-107775
Fatal/Injury Collision,104TH AVE / 144TH ST,7,2020,20-108966
Fatal/Injury Collision,FRASER HWY / 152ND ST,7,2020,20-109143
Fatal/Injury Collision,152ND ST / 99TH AVE,7,2020,20-110138
Fatal/Injury Collision,105TH AVE / 152ND ST,7,2020,20-114391
Fatal/Injury Collision,157TH ST / 88TH AVE,7,2020,20-117204
Fatal/Injury Collision,156TH ST / 100TH AVE,7,2020,20-107090
Fatal/Injury Collision,166TH ST / FRASER HWY,7,2020,20-109736
Fatal/Injury Collision,96TH AVE / 152ND ST,7,2020,20-99571
Fatal/Injury Collision,14700 BLOCK 104TH AVE,7,2020,20-103707
Fatal/Injury Collision,10600 151A ST,7,2020,20-110681
Fatal/Injury Collision,13900 105A AVE,7,2020,20-116083
Fatal/Injury Collision,102A AVE / 154TH ST,7,2020,20-99694
Fatal/Injury Collision,FERGUSON DVRS / 108TH AVE,7,2020,20-101872
Fatal/Injury Collision,152A ST / 102A AVE,7,2020,20-103060
Fatal/Injury Collision,100TH AVE / 150TH ST,7,2020,20-104845
Fatal/Injury Collision,92ND AVE / 156TH ST,7,2020,20-107134
Fatal/Injury Collision,158TH ST / FRASER HWY,7,2020,20-107240
Fatal/Injury Collision,156TH ST / 92ND AVE,7,2020,20-109979
Fatal/Injury Collision,146TH ST / 84TH AVE,7,2020,20-112837
Fatal/Injury Collision,GOLDEN EARS WAY / 176TH ST,6,2020,20-94380
Fatal/Injury Collision,16200 80TH AVE,7,2020,20-101903
Fatal/Injury Collision,164TH ST / FRASER HWY,7,2020,20-117473
Fatal/Injury Collision,100TH AVE / 153RD ST,5,2020,20-72530
Fatal/Injury Collision,9300 BLOCK 156A ST,5,2020,20-800356
Fatal/Injury Collision,96TH AVE / 176TH ST,6,2020,20-99201
Fatal/Injury Collision,88TH AVE / 148TH ST,6,2020,20-99204
Fatal/Injury Collision,96TH AVE / 152ND ST,7,2020,20-99571
Fatal/Injury Collision,SURREY RD / 116A AVE,7,2020,20-100002
Fatal/Injury Collision,8200 144TH ST,7,2020,20-100131
Fatal/Injury Collision,88TH AVE / 154TH ST,7,2020,20-100263
Fatal/Injury Collision,11000 148TH ST,7,2020,20-100783
Fatal/Injury Collision,10300 152ND ST,7,2020,20-100803
Fatal/Injury Collision,HWY 17 / 104TH AVE,7,2020,20-100944
Fatal/Injury Collision,160TH ST / FRASER HWY,7,2020,20-102407
Fatal/Injury Collision,168TH ST / 76TH AVE,7,2020,20-103138
Fatal/Injury Collision,14700 BLOCK 104TH AVE,7,2020,20-103707
Fatal/Injury Collision,152ND ST / 100TH AVE,7,2020,20-103717
Fatal/Injury Collision,108TH AVE / 142ND ST,7,2020,20-104256
Fatal/Injury Collision,14900 88TH AVE,7,2020,20-104388
Fatal/Injury Collision,FRASER HWY / 148TH ST,7,2020,20-104431
Fatal/Injury Collision,150TH ST / 102A AVE,7,2020,20-104770
Fatal/Injury Collision,151ST ST / SPENSER DR,7,2020,20-104807
Fatal/Injury Collision,88TH AVE / 152ND ST,7,2020,20-104921
Fatal/Injury Collision,104TH AVE / 146TH ST,7,2020,20-104949
Fatal/Injury Collision,104TH AVE / 152ND ST,7,2020,20-104996
Fatal/Injury Collision,176TH ST ONRP / TRANS CANADA HWY,7,2020,20-105446
Fatal/Injury Collision,14200 BLOCK FRASER HWY,7,2020,20-105522
Fatal/Injury Collision,TRANS CANADA HWY / 160TH ST ONRP,7,2020,20-105603
Fatal/Injury Collision,152ND ST / 96TH AVE,7,2020,20-106290
Fatal/Injury Collision,152ND ST / FERGUSON DVRS,7,2020,20-106635
Fatal/Injury Collision,104TH AVE / 160TH ST,7,2020,20-106946
Fatal/Injury Collision,166B ST / 88TH AVE,7,2020,20-107166
Fatal/Injury Collision,152ND ST OFRP / TRANS CANADA HWY,7,2020,20-107258
Fatal/Injury Collision,15200 FRASER HWY,7,2020,20-107676
Fatal/Injury Collision,152ND ST / FRASER HWY,7,2020,20-108323
Fatal/Injury Collision,FRASER HWY / 148TH ST,7,2020,20-108520
Fatal/Injury Collision,100TH AVE / 152ND ST,7,2020,20-108548
Fatal/Injury Collision,11500 SURREY RD,7,2020,20-108826
Fatal/Injury Collision,104TH AVE / 143RD ST,7,2020,20-109358
Fatal/Injury Collision,10600 151A ST,7,2020,20-110681
Fatal/Injury Collision,10100 BLOCK 176TH ST,7,2020,20-111290
Fatal/Injury Collision,10500 153RD ST,7,2020,20-112888
Fatal/Injury Collision,146TH ST / 108TH AVE,7,2020,20-113104
Fatal/Injury Collision,156TH ST / FRASER HWY,7,2020,20-113150
Fatal/Injury Collision,100TH AVE / 150TH ST,7,2020,20-113212
Fatal/Injury Collision,152ND ST / 91ST AVE,7,2020,20-113575
Fatal/Injury Collision,101ST AVE / 152ND ST,7,2020,20-113699
Fatal/Injury Collision,161ST ST / 102ND AVE,7,2020,20-113780
Fatal/Injury Collision,FRASER HWY / 88TH AVE,7,2020,20-114089
Fatal/Injury Collision,152A ST / 83B AVE,7,2020,20-115990
Fatal/Injury Collision,156TH ST / 95A AVE,7,2020,20-116027
Fatal/Injury Collision,96TH AVE / GREEN TIMBERS WAY,7,2020,20-116040
Fatal/Injury Collision,13900 105A AVE,7,2020,20-116083
Fatal/Injury Collision,FRASER HWY / 166TH ST,7,2020,20-116094
Fatal/Injury Collision,108TH AVE / 144TH ST,7,2020,20-116686
Fatal/Injury Collision,104TH AVE / 168TH ST,7,2020,20-116893
Fatal/Injury Collision,152ND ST / 84TH AVE,7,2020,20-116924
Fatal/Injury Collision,8100 144TH ST,7,2020,20-100425
Fatal/Injury Collision,152ND ST / 91A AVE,7,2020,20-102088
Fatal/Injury Collision,10400 148TH ST,7,2020,20-103909
Fatal/Injury Collision,88TH AVE / 148TH ST,7,2020,20-104673
Fatal/Injury Collision,11100 160TH ST,7,2020,20-105201
Fatal/Injury Collision,10200 148TH ST,7,2020,20-106425
Fatal/Injury Collision,152A ST / 82ND AVE,7,2020,20-107550
Fatal/Injury Collision,166TH ST / FRASER HWY,7,2020,20-109761
Fatal/Injury Collision,104TH AVE / HWY 17,7,2020,20-110548
Fatal/Injury Collision,14600 104TH AVE,7,2020,20-111408
Fatal/Injury Collision,8900 152ND ST,7,2020,20-112635
Fatal/Injury Collision,10100 152ND ST,7,2020,20-113089
Fatal/Injury Collision,14000 114TH AVE,7,2020,20-115559
